variables,Author 1,Author 2,is_equal,final_discussion,agreed_after_discussion,Source
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001597_0/part-01597.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001377_0/part-01377.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001728_0/part-01728.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001661_0/part-01661.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001817_0/part-01817.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001840_0/part-01840.,path,path,TRUE,path,,HDFS
/user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir51/blk_8483848473254499625,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir18/blk_-8898274302731129139,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir27/blk_-8014701913801168461,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir29/blk_-8775602795571523802,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir9/blk_-7928230000822317050,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_8303413189200230139,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir41/blk_-9038475355621289969,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir11/blk_-8848810702648406400,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000206_0/part-00206.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir25/blk_-8484827087450439270,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir42/blk_-8144387882075572886,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir41/blk_-8775602795571523802,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_-4368236874477798428,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir29/blk_-6400421658804613208,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir20/blk_-7096508472270520039,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-1939956833921604216,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir6/blk_-3860035787700398391,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_-6008397446568765070,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir39/blk_-2425070029518924403,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir57/blk_-3437475890798229344,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir25/blk_-1492402439215451727,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir38/blk_-4298255715894292387,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir0/blk_-4295805058711840933,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir48/blk_830855781964014378,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir57/blk_8291708741145026623,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir23/blk_-921231092429668424,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir47/blk_-1897524391075610396,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir21/blk_-8588908000680498,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir4/blk_561417755647618727,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir37/blk_-3636681193077858741,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir29/blk_-643763844763678010,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir40/blk_-2826763604408365998,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir27/blk_2278708746675870163,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir50/blk_153508158653341141,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir26/blk_-1775264355226395799,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir16/blk_-1599621098605751235,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir40/blk_-1111344660779690782,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_3585588704565901062,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir24/blk_2756799797410851893,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir12/blk_7323287581932922676,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000097_0/part-00097.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir39/blk_2731617036199392057,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir7/blk_8189008752707332487,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir26/blk_6828263829429857572,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir45/blk_8492196963764530259,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir30/blk_7942183449206967755,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir0/blk_6223504502438507199,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_7519257846502835091,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir0/blk_5272005015837990021,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_8145984793403459836,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir59/blk_7603278760520020831,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir14/blk_6973321719929905054,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir46/blk_6497260538939100482,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000056_0/part-00056.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000346_0/part-00346.,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000121_0/part-00121.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir56/blk_-1347057913082589493,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir55/blk_-4304240611296196935,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir53/blk_5075966182561035053,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_001197_0/part-01197.,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_001353_0/part-01353.,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_001495_0/part-01495.,path,path,TRUE,path,,HDFS
/user/root/rand/_temporary/_task_200811101024_0001_m_001587_0/part-01587.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir48/blk_-7601381921195183756,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299.,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054.,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_001080_0/part-01080.,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_000809_0/part-00809.,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_001335_0/part-01335.,path,path,TRUE,path,,HDFS
/user/root/randtxt2/_temporary/_task_200811101024_0002_m_001968_1/part-01968.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000257_0/part-00257.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000210_0/part-00210.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000116_0/part-00116.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000152_0/part-00152.,path,path,TRUE,path,,HDFS
/user/root/sortrand2/_temporary/_task_200811101024_0003_r_000344_0/part-00344.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir8/blk_-7548149518969960333,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir22/blk_-7353572928777348242,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir61/blk_7206839389762980382,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-4598246018559857954,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir57/blk_-6901909114834172466,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir31/blk_-6075803209168884005,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir53/blk_-8617088607862430908,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir41/blk_7855353385462032387,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir42/blk_3733339790842827121,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir14/blk_-9017308542351369260,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir31/blk_-8360774680830158225,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir38/blk_-6942784423611603919,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-5603192027616633151,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-7854501109698465657,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_-4551689611865410817,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir1/blk_-1750007847201154657,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir55/blk_-3564493590065542578,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_-2929627680703662712,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_2708206493147801743,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-4110699195744660699,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir52/blk_7721951162137927252,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir10/blk_-1535908830476495455,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir39/blk_1184972950286241114,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_-3396836569886642130,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_22457656256024207,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_5905689738251144455,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir26/blk_-2210703755506918304,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir60/blk_773599351835388127,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir57/blk_3921292580505776296,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir4/blk_4162832865986721185,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir14/blk_2156262111024914941,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir19/blk_4658551441818960395,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir63/blk_6085442148007558065,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir18/blk_1746384029810476219,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir24/blk_4939101994162863442,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_1144571179430079218,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir55/blk_8693774866554287286,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_6695517786834913217,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir59/blk_6499414220139660338,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir59/blk_8598135237831029828,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir22/blk_7108974241330205218,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir1/blk_8929806114713265094,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir16/blk_6445339027653789144,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_3221204570666147236,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir35/blk_7360639743953947587,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir10/blk_-468830939205980722,path,path,TRUE,path,,HDFS
 blk_-5140072410813878235,system specific (name),system specific (name),TRUE,system specific (name),,HDFS
/user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720.,path,path,TRUE,path,,HDFS
/user/root/rand3/_temporary/_task_200811101024_0005_m_001091_0/part-01091.,path,path,TRUE,path,,HDFS
/user/root/rand3/_temporary/_task_200811101024_0005_m_001655_0/part-01655.,path,path,TRUE,path,,HDFS
/user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir36/blk_-6891122177443047531,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_000190_0/part-00190.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir56/blk_-9171930401624803515,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-8294986551316947211,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_-5718504625725408070,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_000374_0/part-00374.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir35/blk_2353918919834315845,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_391507259220628397,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir2/blk_-1263913006422225885,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir35/blk_6542592144596063478,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir27/blk_1689772850125323349,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir35/blk_8615522912610884162,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_107727140948970996,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir53/blk_-1598760065436384831,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir18/blk_8950932638808086257,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_000186_0/part-00186.,path,path,TRUE,path,,HDFS
 blk_8048594464172649365,system specific (name),system specific (name),TRUE,system specific (name),,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_000585_0/part-00585.,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560.,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_001230_0/part-01230.,path,path,TRUE,path,,HDFS
/user/root/randtxt3/_temporary/_task_200811101024_0007_m_001662_0/part-01662.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_-7106479503467535906,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir24/blk_-7411858598798393933,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-5429479049793046826,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_-6431101765137189231,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir38/blk_-2923662094689783995,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir7/blk_1483582953997932733,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir31/blk_-3607708283707030582,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir1/blk_4365203784873840210,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir42/blk_1920931690498309324,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_2731746367139956284,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir36/blk_3312198496468502316,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir32/blk_1350741653957819140,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir1/blk_6675564098604634452,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir62/blk_1692958087244489888,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir16/blk_797263375273454863,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir24/blk_5209577451013188921,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir39/blk_4713539908695785630,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_6148201552996212693,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_8761138012128091849,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_000115_0/part-00115.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_000176_0/part-00176.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_001061_0/part-01061.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_001281_0/part-01281.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_001398_0/part-01398.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_001611_0/part-01611.,path,path,TRUE,path,,HDFS
/user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0/part-01574.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir40/blk_-5205950257901523262,path,path,TRUE,path,,HDFS
/user/root/randtxt4/_temporary/_task_200811101024_0010_m_000222_0/part-00222.,path,path,TRUE,path,,HDFS
/user/root/randtxt4/_temporary/_task_200811101024_0010_m_000881_0/part-00881.,path,path,TRUE,path,,HDFS
/user/root/randtxt4/_temporary/_task_200811101024_0010_m_001716_0/part-01716.,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir52/blk_-1180596628202464893,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_-8167717961644709843,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir19/blk_-7464161062429228045,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir33/blk_-5934436507161953485,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir49/blk_-7832937837605180330,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir38/blk_-8547071368131084410,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-5429042599096020592,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir36/blk_-6350492516478706425,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir27/blk_-6053005391233809507,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir57/blk_-4311652947826112510,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir58/blk_-1754204887541031211,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir34/blk_-4165176068096983220,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir5/blk_4863571548336254624,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir36/blk_-4844505495441326897,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir11/blk_-7513928662244669476,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir9/blk_-5014786445735476734,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir62/blk_-1046472716157313227,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir30/blk_-1281276222788579863,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir18/blk_449049393237281194,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir44/blk_352185875883785141,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir29/blk_-2890295200276774269,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_1379455396847512711,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir31/blk_2180875151184358991,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir15/blk_1553688227908800900,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir42/blk_6138894560185644209,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_-1368324087589035770,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir19/blk_3274968259628929519,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir19/blk_5736622945587812309,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir48/blk_9142114171015520823,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/blk_8556592730481313831,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir36/blk_6147898566868510104,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir40/blk_9081834782322008396,path,path,TRUE,path,,HDFS
/mnt/hadoop/dfs/data/current/subdir16/blk_8962411947457130719,path,path,TRUE,path,,HDFS
/user/root/rand5/_temporary/_task_200811101024_0011_m_000040_0/part-00040.,path,path,TRUE,path,,HDFS
/user/root/rand5/_temporary/_task_200811101024_0011_m_000541_0/part-00541.,path,path,TRUE,path,,HDFS
/user/root/rand5/_temporary/_task_200811101024_0011_m_001408_0/part-01408.,path,path,TRUE,path,,HDFS
/user/root/rand5/_temporary/_task_200811101024_0011_m_001730_0/part-01730.,path,path,TRUE,path,,HDFS
